Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
338,MySims,2007,Simulation,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,2009,Misc,0,0,3.67,0,3.67
340,Tony Hawk's Pro Skater 4,2002,Sports,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,2005,Racing,1.65,1.22,0,0.79,3.66
342,Banjo-Kazooie,1998,Platform,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,2002,Shooter,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,2008,Misc,2.33,0.97,0,0.35,3.65
345,Gran Turismo 6,2013,Racing,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,2001,Platform,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,1999,Simulation,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,2009,Sports,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,2007,Sports,0.05,0,0.64,2.93,3.63
350,Call of Duty: Ghosts,2013,Shooter,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,2005,Action,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,2016,Shooter,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,2004,Shooter,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,1994,Shooter,2.05,1.4,0,0.16,3.61
355,The Simpsons: Road Rage,2001,Racing,2.02,1.17,0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,2007,Simulation,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,2001,Action,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,2005,Shooter,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,2000,Fighting,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,1997,Platform,1.57,1.79,0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,2006,Action,1.56,1.4,0.07,0.5,3.54
362,The Getaway,2002,Action,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,1997,Action,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,2001,Shooter,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,2005,Action,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,2013,Shooter,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,2010,Sports,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,2000,Action,1.96,1.33,0,0.23,3.52
369,Spyro 2: Ripto's Rage!,1999,Platform,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,2008,Shooter,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,2009,Sports,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,2009,Action,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,2010,Action,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,1985,Action,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,2009,Action,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,2006,Misc,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,2007,Sports,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),2015,Shooter,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,2010,Shooter,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,2008,Misc,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,2014,Action,2.26,0.89,0,0.3,3.46
383,Far Cry 3,2012,Shooter,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,2013,Role-Playing,0,0,3.44,0,3.44
385,Borderlands,2009,Shooter,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,2002,Fighting,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,2013,Shooter,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,2011,Platform,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,1998,Action,1.13,2.07,0,0.22,3.42
390,Final Fantasy III,1994,Role-Playing,0.86,0,2.55,0.02,3.42
391,Spider-Man 2,2004,Action,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,1990,Racing,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,2002,Sports,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,2000,Misc,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,2008,Action,2.03,1.03,0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,2015,Action,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,2009,Action,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,1998,Fighting,2.47,0.76,0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,2000,Action,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,2008,Puzzle,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,1998,Adventure,1.63,1.53,0,0.18,3.34
402,Assassin's Creed IV: Black Flag,2013,Action,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,2006,Misc,0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,2002,Shooter,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,2002,Platform,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,2012,Misc,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,2005,Action,1.47,1.39,0.03,0.43,3.32
408,Max Payne,2001,Shooter,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,2003,Action,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,2015,Action,0.8,1.92,0.06,0.5,3.28
411,Destiny,2014,Shooter,2.13,0.92,0,0.23,3.28
412,True Crime: Streets of LA,2003,Action,1.89,1.05,0.02,0.31,3.27
413,Wii Music,2008,Misc,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),2009,Racing,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,2015,Action,0.25,0.19,2.78,0.04,3.26
416,Tekken,1995,Fighting,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,2015,Sports,0.88,2.11,0,0.23,3.23
418,L.A. Noire,2011,Adventure,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,2015,Sports,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,2014,Role-Playing,0.03,0,3.18,0,3.22
421,007: Tomorrow Never Dies,1999,Shooter,1.72,1.33,0,0.16,3.21
422,Baseball,1983,Sports,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,1995,Fighting,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,2000,Fighting,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,2007,Role-Playing,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,2008,Action,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,0,0,3.19,0,3.19
428,Dance Central,2010,Misc,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,2003,Action,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,2015,Platform,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,2010,Role-Playing,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,2007,Action,1.86,1.02,0,0.29,3.17
433,Rhythm Heaven,2008,Misc,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,2001,Simulation,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,2008,Adventure,1.88,0.98,0,0.3,3.16
436,Animal Crossing,2001,Simulation,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,2008,Action,1.79,1.06,0,0.29,3.15
438,Sonic Rush,2005,Platform,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,2012,Shooter,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,2014,Shooter,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,2007,Sports,0.68,0,0,2.46,3.14
442,Spider-Man,2000,Action,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,1998,Racing,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,1999,Racing,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,2006,Misc,0.91,1,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,2007,Role-Playing,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,1990,Role-Playing,0.08,0,3.03,0.01,3.12
448,Heavy Rain,2010,Adventure,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,2010,Role-Playing,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,2014,Sports,0.78,2.02,0,0.3,3.11
451,Dragon Ball Z: Budokai,2002,Fighting,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,2001,Sports,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,1986,Sports,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,2012,Shooter,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,2013,Action,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,1994,Platform,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,2002,Simulation,1.72,1.21,0,0.14,3.07
458,Mass Effect 3,2012,Role-Playing,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,2008,Action,1.91,0.84,0,0.29,3.05
460,Far Cry 3,2012,Shooter,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,2010,Platform,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,2008,Action,1.94,0.8,0.02,0.27,3.03
463,Rayman,1995,Platform,1.54,1.33,0,0.16,3.03
464,Killzone 2,2009,Shooter,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,2002,Action,1.85,1.04,0,0.13,3.02
466,Mike Tyson's Punch-Out!!,1987,Fighting,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,2002,Sports,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,2015,Shooter,2.38,0.32,0,0.31,3
469,NBA 2K13,2012,Sports,2.6,0.21,0.01,0.19,3
470,Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,2007,Fighting,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,2014,Action,1.01,1.41,0.05,0.53,2.99
473,Star Fox,1993,Shooter,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,2000,Misc,1.67,1.18,0,0.13,2.99
475,World Soccer Winning Eleven 6 International,2002,Sports,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,2001,Action,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,2015,Simulation,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,2010,Shooter,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,2014,Simulation,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,2011,Role-Playing,1.58,1.01,0,0.38,2.97
481,Sonic Heroes,2003,Platform,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,2008,Platform,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,2002,Action,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,2009,Fighting,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,1996,Racing,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,2003,Shooter,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,2005,Fighting,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,2009,Action,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,2001,Puzzle,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,2007,Role-Playing,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,2006,Puzzle,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,2007,Simulation,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,2002,Platform,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,2013,Sports,0.61,1.85,0.11,0.33,2.9
495,Titanfall,2014,Shooter,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,2004,Misc,1.54,1.14,0,0.22,2.9
497,Sega Superstars Tennis,2008,Sports,1.75,0.86,0,0.28,2.9
498,World Soccer Winning Eleven 7 International,2003,Sports,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,2012,Racing,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,2001,Sports,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,2004,Shooter,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,2011,Sports,1.54,1.07,0,0.28,2.88
503,Syphon Filter,1999,Shooter,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,2007,Simulation,1.3,1.27,0,0.31,2.88
505,Colin McRae Rally,1998,Racing,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,2013,Shooter,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,2012,Sports,2.53,0.16,0,0.17,2.86
508,The Elder Scrolls III: Morrowind,2002,Role-Playing,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,2011,Fighting,1.98,0.55,0,0.32,2.85
510,F-Zero,1990,Racing,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,1997,Platform,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,1996,Strategy,1.37,1.34,0,0.14,2.85
513,Skylanders: Spyro's Adventure,2011,Action,1.4,1.14,0,0.31,2.85
514,FIFA 16,2015,Sports,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,2010,Action,1.87,0.57,0.11,0.3,2.84
516,BioShock,2007,Shooter,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,2009,Sports,2.52,0.09,0,0.22,2.83
518,Medal of Honor,2010,Shooter,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,2002,Fighting,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,2002,Shooter,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,2003,Action,1.59,1.05,0.04,0.14,2.82
522,Myst,1994,Adventure,0.02,2.79,0,0,2.81
523,Need for Speed: Hot Pursuit,2010,Racing,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,2007,Simulation,1.32,1.19,0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,2003,Fighting,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,2008,Action,1.74,0.8,0,0.26,2.8
527,Yoshi's Island DS,2006,Platform,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,1997,Sports,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,2011,Shooter,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,1998,Platform,1.96,0.72,0,0.11,2.79
531,WWF SmackDown! Just Bring It,2001,Fighting,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,0,0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,1996,Fighting,1.98,0.7,0,0.11,2.79
534,Battlefield 3,2011,Shooter,0.89,1.43,0,0.48,2.79
535,NBA Street,2001,Sports,2.19,0.22,0,0.38,2.79
536,Professor Layton and the Last Specter,2009,Puzzle,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,2011,Role-Playing,0.46,0.29,1.96,0.07,2.79
538,Jak II,2003,Platform,1.68,0.74,0,0.36,2.78
539,inFAMOUS: Second Son,2014,Action,1.27,0.97,0.07,0.47,2.78
540,Ratchet & Clank: Going Commando,2003,Platform,1.44,0.83,0.26,0.25,2.78
541,Tekken 6,2009,Fighting,1.2,0.98,0.17,0.43,2.78
542,The Sims,2003,Simulation,1.41,1.12,0,0.24,2.77
543,Sonic and the Secret Rings,2007,Platform,1.24,1.2,0.04,0.3,2.77
544,Saints Row: The Third,2011,Action,1.25,1.15,0.07,0.3,2.77
545,Missile Command,1980,Shooter,2.56,0.17,0,0.03,2.76
546,Mario Paint,1992,Misc,1.43,0.54,0.71,0.07,2.75
547,Assassin's Creed IV: Black Flag,2013,Action,1.07,1.31,0.06,0.31,2.74
548,Pokémon Stadium 2,2000,Strategy,1.02,0.36,1.13,0.23,2.73
549,Metroid,1986,Action,1.33,0.31,1.04,0.05,2.73
550,L.A. Noire,2011,Adventure,1.52,0.94,0.02,0.24,2.72
551,Call of Duty 3,2006,Shooter,1.49,0.93,0.02,0.27,2.71
552,The Legend of Zelda: A Link to the Past,2002,Action,1.75,0.52,0.33,0.1,2.7
553,Onimusha: Warlords,2001,Action,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,2015,Fighting,1.47,0.76,0,0.47,2.7
555,Mario Party,1998,Misc,1.25,0.53,0.87,0.05,2.7
556,Madden NFL 12,2011,Sports,2.42,0.11,0,0.16,2.69
557,LEGO Star Wars II: The Original Trilogy,2006,Action,1.85,0.64,0.01,0.19,2.69
558,Madden NFL 11,2010,Sports,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,1.63,0.52,0.35,0.18,2.69
560,Skate 3,2010,Sports,1.46,0.98,0,0.24,2.68
561,Burnout 3: Takedown,2004,Racing,1.23,1.11,0,0.34,2.68
562,Yokai Watch 2 Shinuchi,2014,Role-Playing,0,0,2.68,0,2.68
563,Need for Speed: Shift,2009,Racing,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIII-2,2011,Role-Playing,0.78,0.75,0.89,0.26,2.68
565,Mortal Kombat,1992,Fighting,1.95,0.63,0,0.09,2.67
566,Call Of Duty 2: Big Red One,2005,Shooter,1.48,0.92,0.01,0.26,2.67
567,Guitar Hero: World Tour,2008,Misc,1.78,0.64,0,0.25,2.67
568,Medal of Honor,1998,Shooter,1.44,1.09,0,0.14,2.67
569,Fable,2004,Role-Playing,1.99,0.58,0,0.09,2.66
570,Hannah Montana,2006,Action,1.59,0.8,0,0.26,2.65
571,Tom Clancy's Splinter Cell,2003,Action,1.15,1.11,0,0.4,2.65
572,Skylanders Giants,2012,Action,1.56,0.88,0,0.22,2.65
573,Medal of Honor Heroes,2006,Shooter,0.86,1.11,0.01,0.66,2.65
574,Super Mario Bros.: The Lost Levels,1986,Platform,0,0,2.65,0,2.65
575,Star Wars: Shadows of the Empire,1996,Action,2,0.5,0.12,0.03,2.65
576,LEGO Star Wars: The Complete Saga,2007,Action,1.53,0.87,0,0.24,2.64
577,Midnight Club: Street Racing,2000,Racing,2,0.47,0.02,0.14,2.63
578,Pac-Man: Adventures in Time,2006,Fighting,0.76,1.1,0.12,0.65,2.63
579,Halo Wars,2009,Strategy,1.53,0.82,0.04,0.24,2.63
580,God of War Collection,2009,Action,1.7,0.46,0.06,0.41,2.63
581,ESPN NFL 2K5,2004,Sports,2.15,0.12,0,0.36,2.62
582,Mario Strikers Charged,2007,Sports,1.07,1.06,0.24,0.25,2.62
583,Medal of Honor,2010,Shooter,1.55,0.81,0.04,0.21,2.62
584,FIFA Soccer 10,2009,Sports,0.59,1.79,0.01,0.23,2.62
585,NBA 2K12,2011,Sports,2.31,0.14,0.01,0.16,2.62
586,Style Savvy,2008,Simulation,0.63,0.84,0.96,0.19,2.61
587,Harry Potter and the Chamber of Secrets,2002,Action,0.9,1.22,0.04,0.44,2.61
588,Super Mario All-Stars: Limited Edition,2010,Platform,1.02,0.52,0.92,0.14,2.6
589,Streets of Rage,1990,Action,1.86,0.55,0.11,0.08,2.6
590,FIFA Soccer 09,2008,Sports,0.48,1.63,0.04,0.43,2.59
591,Ratchet & Clank Future: Tools of Destruction,2007,Platform,0.93,1.12,0.08,0.45,2.59
592,NBA Live 2005,2004,Sports,2.03,0.21,0,0.35,2.59
593,LittleBigPlanet,2009,Platform,0.64,1.24,0.01,0.69,2.58
594,Killzone: Shadow Fall,2013,Shooter,0.89,1.33,0.07,0.28,2.58
595,Ghostbusters: The Video Game (DS Version),2009,Action,1.04,1.24,0.03,0.27,2.58
596,Monster Hunter Freedom 2,2007,Role-Playing,0.37,0.27,1.75,0.18,2.58
597,WWE SmackDown vs. RAW 2007,2006,Fighting,1.4,0.88,0.03,0.26,2.58
598,Ratchet & Clank: Up Your Arsenal,2004,Platform,1.31,0.74,0.31,0.22,2.57
599,Art Academy,2010,Misc,0.28,1.68,0.33,0.28,2.57
600,Dragon Age: Origins,2009,Role-Playing,1.76,0.56,0.03,0.22,2.57
601,Madden NFL 08,2007,Sports,2.14,0.08,0,0.35,2.57
602,Sonic Adventure 2 Battle,2001,Platform,1.7,0.59,0.21,0.07,2.56
603,Dragon Warrior II,1987,Role-Playing,0.15,0,2.41,0,2.56
604,Madden NFL 13,2012,Sports,2.11,0.23,0,0.22,2.56
605,Pokémon Colosseum,2003,Role-Playing,1.21,0.57,0.7,0.07,2.54
606,Deca Sports,2008,Sports,1.13,0.87,0.29,0.25,2.54
607,Madden NFL 09,2008,Sports,2.21,0.12,0,0.2,2.54
608,Space Invaders,2007,Shooter,2.36,0.14,0,0.03,2.53
609,Crazy Taxi,2001,Racing,1.13,1.12,0.06,0.22,2.52
610,Perfect Dark,2000,Action,1.55,0.75,0.16,0.06,2.52
611,Game Party,2007,Misc,1.5,0.78,0,0.24,2.52
612,Dragon Warrior,1986,Role-Playing,0.49,0,0.52,1.51,2.52
613,Tomb Raider (2013),2013,Action,0.6,1.31,0.08,0.52,2.51
614,Marvel: Ultimate Alliance,2006,Role-Playing,2.29,0.02,0,0.19,2.5
615,PES 2009: Pro Evolution Soccer,2008,Sports,0.13,0.07,0.26,2.05,2.5
616,Mario Party 2,1999,Misc,1.28,0.14,1.08,0.01,2.5
617,Saints Row: The Third,2011,Action,0.86,1.06,0.18,0.39,2.49
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,1.84,0.56,0,0.09,2.49
619,LEGO Harry Potter: Years 1-4,2010,Action,1.29,0.97,0,0.23,2.49
620,Mortal Kombat: Deadly Alliance,2002,Fighting,1.81,0.52,0,0.15,2.49
621,Resistance 2,2008,Shooter,1.15,0.85,0.1,0.39,2.48
622,Pure,2008,Racing,1.38,0.85,0,0.25,2.48
623,Tomb Raider: The Last Revelation,1998,Action,1.15,1.14,0.06,0.13,2.48
624,NBA 2K13,2012,Sports,1.72,0.44,0.05,0.27,2.48
625,Rock Band,2007,Misc,1.93,0.34,0,0.21,2.48
626,NBA 2K14,2013,Sports,2.1,0.2,0,0.17,2.47
627,Mario Party 4,2002,Misc,1.13,0.36,0.92,0.07,2.47
628,uDraw Studio,2010,Misc,1.67,0.58,0,0.2,2.46
629,Midnight Club: Los Angeles,2008,Racing,1.55,0.54,0.05,0.31,2.45
630,Final Fantasy V,1992,Role-Playing,0,0,2.43,0.02,2.45
631,Final Fantasy Tactics,1997,Role-Playing,0.93,0.12,1.34,0.06,2.45
632,Twisted Metal 2,1996,Racing,2.12,0.25,0,0.07,2.44
633,Halo: Combat Evolved Anniversary,2011,Shooter,1.44,0.73,0.04,0.22,2.44
634,Need for Speed Carbon: Own the City,2006,Racing,0.87,0.98,0,0.59,2.44
635,The Sims: Bustin' Out,2003,Simulation,1.07,1.19,0,0.18,2.43
636,Riven: The Sequel to Myst,1997,Adventure,1.52,0.82,0,0.1,2.43
637,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,1.56,0.61,0.02,0.23,2.42
638,Sonic Adventure,1998,Platform,1.26,0.61,0.46,0.08,2.42
639,Ice Hockey,1988,Sports,1.27,0.32,0.78,0.05,2.42
640,pro evolution soccer 2011,2010,Sports,0.29,1.18,0.54,0.41,2.42
641,Dragon Ball Z: Budokai 2,2003,Fighting,1.63,0.22,0.51,0.06,2.41
642,ATV Offroad Fury,2001,Racing,2.07,0.26,0,0.08,2.41
643,Dino Crisis,1998,Action,0.81,0.76,0.7,0.14,2.41
644,Minecraft,2014,Misc,1.43,0.76,0,0.22,2.41
645,Need for Speed: ProStreet,2007,Racing,0.69,0,0.04,1.68,2.41
646,Madden NFL 16,2015,Sports,2.07,0.08,0,0.26,2.4
647,Tetris Plus,1996,Puzzle,2.1,0.24,0,0.07,2.4
648,Pro Wrestling,1987,Fighting,0.77,0.18,1.42,0.03,2.4
649,Theme Hospital,1997,Strategy,2.3,0.1,0,0,2.4
650,Frogger's Adventures: Temple of the Frog,2007,Adventure,2.15,0.18,0,0.07,2.39
651,Need for Speed (2015),2015,Racing,0.49,1.49,0.05,0.36,2.39
652,Zumba Fitness,2010,Sports,1.74,0.48,0,0.18,2.39
653,LEGO Indiana Jones: The Original Adventures,2007,Action,1.54,0.63,0,0.22,2.39
655,Monopoly,1994,Misc,1.49,0.81,0,0.1,2.39
656,Batman: Arkham Origins,2013,Action,1.07,0.87,0.04,0.4,2.39
657,Dead Island,2011,Action,1.48,0.71,0,0.2,2.39
658,Guitar Hero,2005,Misc,1.67,0.61,0.03,0.07,2.38
659,LEGO Star Wars: The Complete Saga,2007,Action,1.02,0.97,0,0.39,2.38
660,Kinect: Disneyland Adventures,2011,Misc,1.73,0.46,0.02,0.18,2.38
661,WCW/nWo Revenge,1998,Fighting,1.94,0.39,0.03,0.02,2.38
662,Bloodborne,2015,Action,1,0.76,0.26,0.36,2.38
663,NBA 2K15,2014,Sports,1.46,0.54,0.01,0.37,2.38
664,Madden NFL 11,2010,Sports,2.04,0.15,0,0.19,2.38
665,Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,1.16,0.91,0,0.3,2.38
666,Madden NFL 08,2007,Sports,2.18,0.01,0,0.18,2.37
667,Half-Life 2,2004,Shooter,2.28,0.02,0.08,0,2.37
668,The Incredibles,2004,Action,0.96,1.08,0.04,0.3,2.37
669,Tony Hawk's Underground 2,2004,Sports,1.25,0.86,0.01,0.26,2.37
670,Madden NFL 10,2009,Sports,2.03,0.13,0,0.21,2.37
671,Kinect Sports: Season Two,2011,Sports,1.38,0.74,0.02,0.22,2.36
672,Kirby's Dream Land 2,1995,Platform,0.69,0.14,1.48,0.05,2.36
673,LEGO Harry Potter: Years 1-4,2010,Action,1.07,1.05,0,0.23,2.35
674,Donkey Kong Land II,1996,Platform,1.39,0.48,0.4,0.08,2.35
675,Dragon Warrior Monsters,1998,Role-Playing,0,0,2.34,0.01,2.35
676,Midnight Club: Los Angeles,2008,Racing,1.68,0.46,0.01,0.2,2.35
677,Skylanders SWAP Force,2013,Platform,1.32,0.83,0,0.2,2.34
678,WWE SmackDown vs Raw 2008,2007,Fighting,0.92,0,0.01,1.41,2.34
679,My Fitness Coach,2008,Sports,1.2,0.9,0,0.24,2.34
680,Resident Evil - Code: Veronica X,2001,Action,1.08,0.7,0.34,0.21,2.34
681,The Sims 3,2010,Simulation,1.27,0.86,0,0.2,2.33
682,The Legend of Zelda: Majora's Mask 3D,2015,Action,1.14,0.54,0.47,0.17,2.32
683,NBA 2K16,2015,Sports,1.93,0.14,0,0.24,2.32
